,tweet,label
2290,random post renowned yoga gurus keep make self test recommendation co vid fact check,fake
2291,get well estimate uw virology lab update today lot test,real
2292,rt co vid clinician tip underscore importance follow cdc precaution prevent covid NUM social dis…,real
2293,NUM previously report case consider recover today total number active case NUM plus one previously report probable case remain active NUM active case NUM import case miq,real
2294,covid NUM totally confuse ’ allow,fake
2295,muslim spread coronavirus leave money strewn street,fake
2296,NUM people link community cluster remain auckland quarantine facility include NUM people test positive covid NUM household contact,real
2297,“ monitoring infection rate city ” mayor liverpool joe anderson say local lockdown restriction “ possibly do bit earlier ” kay burley,real
2298,NUM country co vid case together home many people india conduct NUM x test india factcheck,fake
2299,NUM new case co vid nigeria fct NUM lagos NUM plateau NUM kaduna NUM oyo NUM ondo NUM adamawa NUM bauchi NUM river NUM ogun NUM delta NUM edo NUM kano NUM enugu NUM nasarawa NUM osun NUM NUM confirm NUM discharge NUM death,real
2300,covid NUM disrupting pension,fake
2301,video NUM year old indian boy name abhigya anand allege predict coronavirus NUM,fake
2302,eat salt frequently protect corona infection well wear mask,fake
2303,facebook use picture post lawsuit amid covid NUM pandemic,fake
2304,indian ministry home affair mha issue order share post coronavirus social medium group punishable offense,fake
2305,indian ayurvedic pharmaceutical patanjali claim ayurvedic ministry approve sale covid NUM ayurvedic medicine coronil produce company,fake
2306,close residential setting psychiatric facility promptly identify co vid case amp apply adapt infection prevention amp control procedure critical protect patient amp staff see new report one psychiatric facility,real
2307,everyone ensure mouth throat moist never dry advice attribute japanese doctor treat covid NUM case read take sip water every NUM minute least,fake
2308,intrepid investigative reporting reveals mystery ingredient russki covid NUM vaccine russia coronavirus,fake
2309,picture show young pregnant doctor die covid NUM algeria,fake
2310,fauci call launch “ importanttesting patient hospital coronavirus,real
2311,• NUM people recover – NUM confirm probable case recover • NUM test process yesterday bring total number test NUM • NUM people currently hospital,real
2312,india fight corona health ministry issue revise sop preventive measure follow conduct examination contain spread co vid,real
2313,continue ignore expert downplay virus cult continue go along despite evidence answer lie psychology expert accurately predict react real crisis msm shut book publish NUM,fake
2314,NUM new case co vid NUM lagos NUM jigawa NUM borno NUM kano NUM bauchi NUM fct NUM edo NUM sokoto NUM zamfara NUM kwara NUM kebbi NUM gombe NUM taraba NUM ogun NUM ekiti NUM osun NUM bayelsa NUM case co vid nigeria discharge NUM death NUM,real
2315,cdc announces student may keep parent overnight ohio set covid NUM fema camp �,fake
2316,help slow spread co vid practice social distance keep least six foot physical distance others wear cloth face cover essential trip tip,real
2317,initiate test state art cobas NUM machine patna test NUM sample day hon ’ ble pm congratulate bihar enhance covid NUM test capacity icmr fight co vid india fight corona,real
2318,difficult put exact date availability co vid vaccine however union health minister recently state india first vaccine novel coronavirus could develop end year,real
2319,march president trump say coronavirus sneak u ” add “ unforeseen thing pant fire member trump administration sound alarm month via,fake
2320,mike pompeo launch fresh attack coronavirus,fake
2321,video show fbi raid synagogue requisition medical device,fake
2322,rt go cool center beat heat summer follow tip protect co vid • practi…,real
2323,rt coronavirus update backhand index point right new recovery india exceed new case last six day backhand index point right total number of…,real
2324,terminally ill patient resentful ’ die covid NUM death coronavirus healthcare cancer,fake
2325,believe NUM million people died china due covid NUM well believe till saw backhand index point NUM million miss mobile phone find NUM wuhan crematorium,fake
2326,president donald trump evoke sic call stafford act � order two week mandatory quarantine nation �,fake
2327,fact check neither viral post coronavirus covid NUM unicef accurate,fake
2328,little week covid NUM spread NUM staff camper georgia sleep away camp,real
2329,co vid symptom take NUM NUM day develop infected people symptom asymptomatic mild symptom still infect others take responsibility protect others check mark button observe physical distance person walk medium skin tone person walk medium skin tone check mark button wear face mask face medical mask check mark button wash hand frequently sweat droplet,real
2330,administration via announces ship NUM million member bin x coronavirus test kit state week first NUM million ship abbott test require additional equipment provide result NUM min,fake
2331,geography epidemic continue change burden move state large early outbreak place,real
2332,nz covid tracer record NUM register user NUM poster create date ministry continue remind new zealander keep record remain one best tool continue fight covid NUM,real
2333,philippine senator grace poe risa hontiveros silent coronavirus crisis vocal closure ab cbn,fake
